revenue,imdb_rating,wiki_sv,wiki_en,production_budget,sf_rating,mpaa_rating
11535.0,5.9,0,0,69000000.0,0,PG-13
437062.0,6.0,0,0,100000000.0,0,PG-13
123168.0,5.5,0,0,40000000.0,0,PG-13
318349.0,6.1,0,0,150000000.0,0,PG
113222.0,5.2,0,0,35000000.0,0,R
290800.0,5.8,0,0,150000000.0,0,R
6287.0,6.4,0,0,40000000.0,0,R
649300.0,5.9,0,0,60000000.0,0,R
39404.0,7.1,0,0,8000000.0,0,PG-13
197450.0,7.0,0,0,80000000.0,0,PG
18130.0,6.6,0,0,30000000.0,0,PG
531944.0,6.2,0,0,70000000.0,0,PG-13
289244.0,6.4,0,0,40000000.0,0,R
159251.0,7.6,0,0,30000000.0,0,R
69967.0,5.4,0,0,75000000.0,0,PG-13
761883.0,5.6,0,0,20000000.0,0,R
167620.0,5.9,0,0,85000000.0,0,PG
113087.0,6.6,0,0,80000000.0,0,R
381370.0,4.9,0,0,112000000.0,0,PG
150856.0,6.4,0,0,55000000.0,0,PG-13
162328.0,3.4,0,0,20000000.0,0,PG-13
114634.0,6.3,0,0,20000000.0,0,R
171836.0,6.8,0,0,100000000.0,0,R
143710.0,4.2,0,0,50000000.0,0,PG
28329.0,6.5,0,0,50000000.0,0,PG-13
287179.0,6.7,0,0,30000000.0,0,R
10594.0,6.4,0,0,20000000.0,0,R
42231.0,7.5,0,0,60000000.0,0,PG-13
28306.0,6.5,0,0,40000000.0,0,PG-13
55299.0,6.5,0,0,20000000.0,0,R
34273.0,6.1,0,0,35000000.0,0,PG
27318.0,5.8,0,0,19000000.0,0,PG-13
17613.0,6.6,0,0,10500000.0,0,R
77361.0,5.5,0,0,24000000.0,0,R
28530.0,6.5,0,0,52000000.0,0,R
131476.0,7.4,0,0,30000000.0,0,PG-13
59461.0,7.0,0,0,4000000.0,0,R
78624.0,7.8,0,0,80000000.0,0,G
120783.0,8.5,0,0,16000000.0,0,PG-13
155500.0,7.6,0,0,18000000.0,0,R
31742.0,6.3,0,0,32000000.0,0,R
13268.0,3.8,0,0,35000000.0,0,PG
85463.0,7.2,0,0,45000000.0,0,PG-13
21885.0,6.5,0,0,18000000.0,0,R
1994515.0,7.8,0,0,13000000.0,0,R
33019.0,6.8,0,0,22000000.0,0,PG-13
7659.0,7.0,0,0,18000000.0,0,R
119802.0,7.2,0,0,2000000.0,0,R
3183.0,8.3,0,0,2000000.0,0,PG-13
109151.0,6.3,0,0,22000000.0,0,R
33851.0,7.3,0,0,8000000.0,0,PG-13
24107.0,7.9,0,0,13000000.0,0,R
141847.0,6.6,0,0,13000000.0,0,R
67317.0,6.3,0,0,7000000.0,0,R
27732.0,6.5,0,0,10000000.0,0,R
14661.0,7.2,0,0,42000000.0,0,R
14423.0,7.2,0,0,7000000.0,0,R
57916.0,7.3,0,0,3000000.0,0,N/A
8269.0,6.4,0,0,4500000.0,0,R
